manager,etf_name,short_code,fund_code,holding_name,current_weight_pct,previous_weight_pct,weight_diff_pct,change_state,asof_date,source
NH-Amundi운용,HANARO 바이오코리아액티브,498050,KR7498050004,에이비엘바이오,16.113138506942,16.387762207712,-0.2746237007700003,감소,2026-04-14,FunETF
NH-Amundi운용,HANARO 바이오코리아액티브,498050,KR7498050004,리가켐바이오,10.201815105487,10.165636950621,0.03617815486600051,증가,2026-04-14,FunETF
NH-Amundi운용,HANARO 바이오코리아액티브,498050,KR7498050004,에스티팜,4.946633405952,4.931041600779,0.015591805172999962,증가,2026-04-14,FunETF
DB자산운용,마이티 바이오시밀러&CDMO액티브,0001P0,KR70001P0005,셀트리온,15.005013706835,15.291974260173,-0.28696055333799997,감소,2026-04-14,FunETF
DB자산운용,마이티 바이오시밀러&CDMO액티브,0001P0,KR70001P0005,삼성바이오로직스,14.62134636689,14.762528955946,-0.14118258905599923,감소,2026-04-14,FunETF
DB자산운용,마이티 바이오시밀러&CDMO액티브,0001P0,KR70001P0005,에스티팜,14.218752562123,14.124719407584,0.09403315453900163,증가,2026-04-14,FunETF
삼성,KoAct 바이오헬스케어액티브,462900,KR7462900002,리가켐바이오,9.731232405668,9.701553274917,0.029679130751000926,증가,2026-04-14,FunETF
삼성,KoAct 바이오헬스케어액티브,462900,KR7462900002,에이비엘바이오,9.145215668494,9.305714966387,-0.16049929789300066,감소,2026-04-14,FunETF
삼성,KoAct 바이오헬스케어액티브,462900,KR7462900002,올릭스,8.741864179084,8.905094731398,-0.1632305523139994,감소,2026-04-14,FunETF
타임폴리오,TIME K바이오액티브,463050,KR7463050005,셀트리온,14.08,14.37,-0.28999999999999915,감소,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,삼성바이오로직스,10.42,10.53,-0.10999999999999943,감소,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,알테오젠,8.71,8.88,-0.16999999999999993,감소,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,에스티팜,4.86,4.83,0.03000000000000025,증가,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,올릭스,4.53,4.6,-0.0699999999999994,감소,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,알지노믹스,4.51,4.21,0.2999999999999998,증가,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,에이비엘바이오,4.34,4.4,-0.0600000000000005,감소,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,리가켐바이오,4.23,4.2,0.03000000000000025,증가,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,한미약품,4.0,3.91,0.08999999999999986,증가,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,에이프릴바이오,3.55,3.67,-0.1200000000000001,감소,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,현금,3.53,3.53,0.0,유지,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,씨어스테크놀로지,3.2,3.1,0.10000000000000009,증가,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,보로노이,2.7,2.6,0.10000000000000009,증가,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,셀트리온제약,2.48,2.5,-0.020000000000000018,감소,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,오름테라퓨틱,1.92,1.93,-0.010000000000000009,감소,2026-04-14,TIME
타임폴리오,TIME K바이오액티브,463050,KR7463050005,인벤티지랩,1.87,1.91,-0.039999999999999813,감소,2026-04-14,TIME
